,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,Stock_Price_Change,Stock_Price_Change_Percent
0,2018-10-15,1,0.001,,SITC,11.739999771118164,12.09000015258789,11.729999542236328,11.989999771118164,10.463407516479492,2247185,,
1,2020-06-03,1,0.001,0.0,SITC,7.239999771118164,8.029999732971191,7.230000019073486,7.739999771118164,7.407482147216797,3057384,-4.060000419616699,-0.33581475338092925
2,2020-06-08,1,0.001,-0.9986684420772304,SITC,9.149999618530272,9.78499984741211,9.09000015258789,9.470000267028809,9.063159942626951,2778913,1.755000114440918,0.21855543870504568
3,2020-11-03,5,1.001,999.9999999999999,SITC,7.039999961853027,7.385000228881836,6.989999771118164,7.349999904632568,7.034236431121826,1185738,-2.3999996185302734,-0.24527334245845844
4,2020-11-12,3,0.501,-0.49950049950049946,SITC,8.760000228881836,8.880000114440918,8.569999694824219,8.6899995803833,8.316668510437012,2458581,1.494999885559082,0.2024373512829858
5,2021-02-18,1,0.001,-0.998003992015968,SITC,12.479999542236328,12.859999656677246,12.050000190734863,12.56999969482422,12.087871551513672,3466834,3.979999542236328,0.44819814087208565
6,2021-04-28,2,0.251,250.0,SITC,14.93000030517578,15.020000457763672,14.829999923706056,14.899999618530272,14.44405746459961,3067869,2.160000801086426,0.16796274173809156
7,2021-10-22,2,0.251,0.0,SITC,16.43000030517578,16.670000076293945,16.31999969482422,16.420000076293945,16.16354751586914,1299580,1.6499996185302734,0.10985349988304471
8,2021-11-02,1,0.001,-0.9960159362549801,SITC,16.579999923706055,16.68000030517578,16.315000534057617,16.31999969482422,16.065107345581055,1785176,0.010000228881835938,0.0005998937514137825
9,2021-11-09,1,0.001,0.0,SITC,16.68000030517578,16.899999618530273,16.639999389648438,16.770000457763672,16.508081436157227,785092,0.2199993133544922,0.013189407034136957
